"Sex";"MaritalStatus";"Age";"Education";"Occupation";"YearsInSf";"DualIncome";"HouseholdMembers";"Under18";"HouseholdStatus";"TypeOfHome";"EthnicClass";"Language";"AnualIncome"
"5268";"2";"1";7;"3";"8";"?";3;"2";0;"Own";"2";"7";"1";76004
"5269";"2";"1";4;"4";"5";"3";3;"3";1;"Own";"1";"7";"1";76004
"5270";"2";"1";6;"6";"1";"5";2;"4";0;"Own";"1";"2";"1";46894
"5271";"2";"1";3;"4";"1";"5";2;"4";2;"Rent";"1";"7";"1";66994
"5272";"Male";"1";4;"5";"1";"?";2;"4";2;"Own";"1";"7";"1";66994
"5273";"2";"1";5;"4";"4";"5";2;"3";1;"Own";"1";"7";"1";76004
"5274";"Male";"1";4;"6";"1";"5";2;"5";2;"Own";"1";"5";"1";76004
"5275";"2";"2";3;"5";"1";"5";1;"2";0;"Own";"2";"7";"1";76004
"5276";"2";"2";3;"?";"4";"5";3;"2";0;"Live with Parents/Family";"1";"7";"1";9136
"5277";"Male";"1";7;"3";"8";"5";3;"2";0;"Own";"5";"7";"1";32171
"5278";"2";"1";5;"5";"1";"5";2;"4";2;"Own";"1";"7";"1";46894
"5279";"Male";"1";6;"6";"1";"4";2;"3";0;"Own";"1";"7";"1";76004
"5280";"2";"1";5;"5";"5";"5";3;"2";0;"Own";"1";"7";"1";66994
"5281";"2";"4";7;"3";"5";"5";1;"1";0;"Rent";"3";"7";"1";9136
"5282";"Male";"4";7;"4";"8";"5";1;"?";0;"Rent";"3";"7";"1";11703
"5283";"Male";"1";7;"3";"8";"2";3;"2";0;"Own";"2";"7";"1";32171
"5284";"2";"4";5;"6";"4";"5";1;"2";0;"Rent";"3";"7";"1";66994
"5285";"2";"5";2;"3";"2";"2";1;"3";0;"Live with Parents/Family";"2";"7";"1";27591
"5286";"2";"1";4;"6";"5";"4";3;"4";2;"Rent";"1";"7";"1";66994
"5287";"Male";"5";4;"6";"1";"5";1;"1";0;"Rent";"5";"7";"1";27591
"5288";"2";"5";3;"4";"4";"5";1;"?";5;"?";"3";"1";"1";19997
"5289";"Male";"5";4;"5";"1";"4";1;"1";0;"Rent";"3";"7";"1";27591
"5290";"Male";"1";3;"6";"1";"5";2;"3";1;"Own";"1";"2";"1";76004
"5291";"2";"5";2;"4";"1";"2";1;"2";0;"Rent";"1";"7";"1";19997
"5292";"Male";"5";2;"3";"1";"4";1;"2";0;"Live with Parents/Family";"1";"7";"1";9136
"5293";"Male";"1";5;"6";"1";"5";2;"5";3;"Own";"1";"7";"1";76004
"5294";"2";"5";2;"3";"2";"5";1;"5";2;"Live with Parents/Family";"1";"7";"1";9136
"5295";"Male";"1";6;"2";"9";"5";3;"2";1;"Own";"1";"1";"2";66994
"5296";"2";"5";2;"4";"1";"4";1;"1";0;"Rent";"3";"7";"1";19997
"5297";"2";"1";7;"4";"5";"5";3;"2";0;"Own";"1";"7";"1";11703
"5298";"2";"3";4;"3";"5";"5";1;"5";3;"Rent";"1";"7";"1";19997
"5299";"2";"3";4;"4";"4";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";66994
"5300";"Male";"5";3;"5";"1";"5";1;"1";0;"Rent";"1";"7";"1";27591
"5301";"Male";"1";4;"5";"1";"5";2;"6";2;"Own";"1";"2";"3";66994
"5302";"2";"5";3;"4";"1";"3";1;"2";0;"Rent";"3";"7";"1";27591
"5303";"Male";"2";3;"4";"1";"?";1;"?";0;"Rent";"1";"5";"1";32171
"5304";"Male";"5";2;"5";"1";"2";1;"1";0;"Rent";"3";"7";"1";46894
"5305";"Male";"1";5;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"5306";"2";"1";3;"5";"1";"?";2;"3";1;"Own";"1";"2";"1";76004
"5307";"Male";"5";2;"5";"2";"2";1;"2";0;"Rent";"3";"7";"1";21672
"5308";"2";"2";3;"3";"9";"5";1;"3";0;"Own";"1";"7";"1";21672
"5309";"Male";"5";3;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";76004
"5310";"Male";"1";7;"5";"1";"5";3;"1";0;"Own";"1";"7";"1";66994
"5311";"2";"1";5;"4";"1";"5";2;"2";0;"Rent";"1";"7";"1";66994
"5312";"2";"5";2;"4";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";66994
"5313";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"4";"7";"1";76004
"5314";"Male";"5";2;"3";"6";"3";1;"6";2;"Live with Parents/Family";"1";"5";"2";76004
"5315";"2";"5";3;"6";"2";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";19997
"5316";"2";"5";2;"3";"1";"2";1;"5";0;"Own";"1";"6";"1";21672
"5317";"2";"5";2;"3";"2";"5";1;"1";0;"Rent";"3";"7";"1";19997
"5318";"Male";"5";3;"5";"1";"1";1;"3";0;"Rent";"1";"7";"1";21672
"5319";"2";"3";3;"6";"1";"5";1;"3";1;"Own";"1";"5";"1";27591
"5320";"Male";"1";4;"5";"2";"5";2;"3";0;"Rent";"1";"7";"?";46894
"5321";"Male";"2";4;"4";"2";"5";1;"3";0;"Own";"1";"7";"1";32171
"5322";"2";"1";3;"3";"1";"5";2;"2";0;"Rent";"3";"3";"1";46894
"5323";"2";"3";3;"4";"1";"5";1;"1";0;"Rent";"1";"3";"1";21672
"5324";"Male";"1";6;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"5325";"2";"5";2;"4";"1";"4";1;"1";0;"Own";"1";"7";"1";32171
"5326";"Male";"1";4;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"5327";"Male";"1";7;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"5328";"Male";"3";3;"4";"1";"2";1;"1";0;"Own";"1";"7";"1";66994
"5329";"2";"5";4;"6";"1";"2";1;"1";0;"Rent";"2";"7";"1";66994
"5330";"Male";"1";4;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"5331";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"3";"1";27591
"5332";"2";"1";2;"3";"7";"5";2;"3";1;"Rent";"3";"7";"1";9136
"5333";"2";"4";6;"2";"8";"5";1;"2";0;"Own";"1";"7";"1";9136
"5334";"2";"1";6;"3";"5";"5";2;"2";0;"Own";"1";"7";"1";76004
"5335";"2";"1";5;"6";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"5336";"2";"1";5;"4";"4";"5";2;"3";0;"Own";"1";"7";"1";66994
"5337";"2";"4";7;"4";"5";"5";1;"1";0;"Rent";"3";"7";"1";11703
"5338";"Male";"5";2;"3";"2";"5";1;"1";0;"Rent";"3";"7";"1";27591
"5339";"2";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";27591
"5340";"Male";"5";2;"?";"3";"5";1;"3";0;"Rent";"2";"3";"1";9136
"5341";"2";"4";7;"6";"8";"5";1;"2";0;"Own";"1";"7";"1";27591
"5342";"Male";"5";2;"5";"1";"1";1;"1";0;"Rent";"1";"7";"1";21672
"5343";"2";"4";7;"4";"8";"5";1;"1";0;"Own";"1";"3";"1";11703
"5344";"2";"1";2;"4";"6";"4";3;"3";1;"Rent";"3";"7";"1";32171
"5345";"Male";"5";3;"4";"1";"5";1;"3";0;"Live with Parents/Family";"1";"7";"?";27591
"5346";"Male";"2";4;"5";"1";"2";1;"2";0;"Rent";"3";"7";"1";66994
"5347";"2";"1";7;"2";"8";"5";3;"2";0;"Own";"2";"7";"1";32171
"5348";"2";"4";7;"3";"8";"5";1;"2";0;"Rent";"3";"7";"1";9136
"5349";"2";"5";3;"4";"1";"?";1;"2";0;"Own";"4";"7";"1";19997
"5350";"Male";"5";4;"4";"3";"5";1;"1";0;"Rent";"3";"7";"1";11703
"5351";"2";"1";7;"3";"5";"5";3;"2";0;"Own";"?";"7";"1";27591
"5352";"2";"1";5;"4";"5";"5";3;"3";0;"Own";"1";"7";"1";46894
"5353";"Male";"5";2;"4";"6";"5";1;"3";0;"Live with Parents/Family";"3";"7";"1";9136
"5354";"2";"1";4;"4";"5";"4";3;"3";1;"Own";"1";"7";"1";76004
"5355";"2";"1";6;"5";"5";"5";3;"4";0;"Own";"1";"7";"1";76004
"5356";"2";"5";3;"5";"1";"3";1;"1";0;"Own";"1";"7";"1";9136
"5357";"Male";"3";5;"5";"2";"2";1;"1";0;"Rent";"5";"7";"1";9136
"5358";"2";"5";2;"3";"1";"5";1;"2";0;"Live with Parents/Family";"1";"7";"1";11703
"5359";"2";"1";6;"5";"1";"5";3;"2";0;"Rent";"3";"7";"1";46894
"5360";"2";"5";3;"4";"1";"4";1;"2";0;"Rent";"3";"7";"1";21672
"5361";"Male";"1";4;"4";"3";"5";2;"2";0;"Own";"1";"7";"1";66994
"5362";"Male";"5";4;"6";"1";"5";1;"1";0;"Live with Parents/Family";"1";"7";"1";46894
"5363";"Male";"3";5;"6";"1";"5";1;"1";0;"Rent";"3";"7";"1";46894
"5364";"Male";"1";5;"6";"1";"4";3;"3";1;"Rent";"1";"7";"1";66994
"5365";"2";"1";5;"4";"5";"4";3;"3";1;"Rent";"3";"7";"1";66994
"5366";"Male";"5";2;"4";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";9136
"5367";"2";"5";3;"6";"1";"5";1;"2";0;"Own";"1";"7";"1";21672
"5368";"2";"4";6;"4";"1";"4";1;"1";0;"Own";"?";"7";"1";66994
"5369";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"5370";"Male";"5";2;"5";"6";"5";1;"1";0;"Rent";"1";"7";"1";11703
"5371";"2";"1";5;"5";"2";"5";2;"2";0;"Own";"1";"7";"1";76004
"5372";"Male";"5";4;"4";"1";"5";1;"1";0;"Rent";"1";"7";"1";19997
"5373";"Male";"5";3;"4";"3";"4";1;"2";0;"Rent";"3";"5";"1";21672
"5374";"2";"1";4;"6";"5";"5";3;"4";0;"Rent";"1";"7";"1";76004
"5375";"Male";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"5376";"2";"5";3;"6";"1";"3";1;"1";0;"Rent";"3";"7";"1";27591
"5377";"2";"1";5;"5";"1";"5";2;"2";2;"Own";"1";"7";"1";32171
"5378";"Male";"5";3;"5";"1";"5";1;"3";0;"Rent";"1";"7";"1";32171
"5379";"2";"1";5;"4";"5";"5";3;"2";0;"Own";"1";"7";"1";32171
"5380";"2";"1";4;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"5381";"Male";"3";4;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";66994
"5382";"Male";"3";3;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";66994
"5383";"2";"1";3;"4";"1";"3";2;"2";0;"Rent";"3";"7";"1";66994
"5384";"2";"5";3;"4";"1";"?";1;"1";0;"Rent";"3";"7";"1";27591
"5385";"2";"1";5;"6";"4";"4";2;"2";0;"Own";"2";"7";"1";66994
"5386";"2";"5";2;"4";"6";"5";1;"4";0;"Live with Parents/Family";"1";"7";"3";32171
"5387";"2";"2";3;"6";"4";"4";2;"2";0;"Rent";"3";"7";"1";46894
"5388";"2";"1";3;"4";"5";"5";3;"4";2;"Own";"1";"7";"1";46894
"5389";"2";"1";6;"5";"4";"5";2;"2";0;"Own";"1";"7";"1";46894
"5390";"2";"3";4;"6";"1";"5";1;"4";1;"Own";"1";"3";"1";76004
"5391";"2";"1";4;"6";"1";"5";2;"6";0;"Own";"1";"6";"1";76004
"5392";"Male";"5";4;"5";"1";"5";1;"2";0;"Rent";"3";"7";"1";32171
"5393";"2";"1";2;"3";"4";"5";2;"2";0;"Rent";"3";"7";"1";32171
"5394";"Male";"2";5;"4";"1";"5";1;"2";0;"Rent";"1";"7";"1";46894
"5395";"2";"4";5;"4";"1";"4";1;"1";0;"Rent";"5";"7";"1";27591
"5396";"Male";"5";4;"4";"4";"5";1;"1";0;"Rent";"3";"7";"1";21672
"5397";"Male";"1";3;"5";"1";"2";2;"2";0;"Rent";"3";"7";"1";32171
"5398";"Male";"1";3;"4";"3";"1";2;"3";1;"Rent";"3";"7";"1";32171
"5399";"Male";"1";4;"5";"1";"3";2;"6";5;"Own";"1";"7";"1";76004
"5400";"2";"1";3;"5";"1";"4";2;"2";0;"Rent";"3";"7";"1";21672
"5401";"Male";"1";5;"5";"1";"5";2;"4";1;"Own";"1";"7";"1";76004
"5402";"Male";"4";7;"6";"8";"5";1;"1";0;"Own";"2";"7";"?";76004
"5403";"2";"5";2;"4";"6";"2";1;"4";0;"Live with Parents/Family";"1";"5";"1";76004
"5404";"2";"1";6;"2";"3";"5";2;"2";0;"Own";"1";"7";"1";32171
"5405";"2";"1";3;"4";"2";"5";2;"3";1;"Rent";"1";"7";"1";46894
"5406";"Male";"5";2;"5";"1";"2";1;"5";0;"Rent";"1";"7";"1";32171
"5407";"Male";"5";2;"3";"3";"1";1;"1";0;"?";"5";"5";"1";9136
"5408";"2";"1";6;"5";"1";"5";3;"2";0;"Own";"1";"2";"3";66994
"5409";"2";"2";3;"5";"1";"5";1;"2";0;"Own";"1";"7";"1";76004
"5410";"Male";"1";6;"3";"3";"5";2;"2";0;"Own";"1";"7";"3";32171
"5411";"2";"2";5;"?";"1";"5";2;"2";2;"Own";"1";"7";"1";32171
"5412";"Male";"1";7;"6";"8";"5";3;"2";0;"Own";"2";"7";"1";21672
"5413";"2";"1";7;"6";"8";"5";3;"2";0;"Own";"2";"7";"1";21672
"5414";"2";"3";6;"3";"8";"5";1;"1";0;"Own";"2";"7";"1";11703
"5415";"2";"1";3;"4";"4";"5";2;"3";1;"Rent";"1";"7";"1";46894
"5416";"Male";"1";3;"4";"3";"5";2;"2";0;"Rent";"3";"7";"1";66994
"5417";"2";"3";4;"3";"9";"5";1;"5";2;"Live with Parents/Family";"1";"7";"1";9136
"5418";"2";"1";5;"3";"4";"5";2;"5";0;"Own";"1";"7";"1";66994
"5419";"2";"5";2;"4";"4";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";9136
"5420";"Male";"3";6;"4";"8";"4";1;"1";0;"Own";"2";"7";"1";46894
"5421";"2";"5";3;"4";"4";"3";1;"1";0;"Rent";"3";"7";"1";21672
"5422";"Male";"1";6;"4";"8";"5";3;"3";0;"Own";"1";"7";"1";66994
"5423";"2";"5";7;"6";"1";"5";1;"?";0;"?";"?";"7";"1";21672
"5424";"2";"5";5;"6";"4";"?";1;"1";0;"Rent";"3";"7";"1";9136
"5425";"Male";"5";3;"6";"1";"5";1;"1";0;"Live with Parents/Family";"1";"7";"1";27591
"5426";"Male";"4";4;"4";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";9136
"5427";"Male";"1";4;"4";"1";"?";2;"4";2;"Own";"1";"5";"1";66994
"5428";"Male";"1";7;"4";"8";"5";2;"2";0;"Own";"1";"7";"1";21672
"5429";"2";"1";3;"5";"1";"5";2;"2";0;"Own";"2";"7";"1";66994
"5430";"2";"5";2;"4";"6";"4";1;"6";1;"Own";"1";"8";"3";9136
"5431";"2";"3";6;"3";"8";"5";1;"2";0;"Live with Parents/Family";"1";"7";"1";11703
"5432";"Male";"3";3;"4";"3";"5";1;"1";0;"Rent";"3";"3";"1";32171
"5433";"Male";"1";4;"4";"1";"5";2;"5";3;"Own";"1";"5";"2";66994
"5434";"2";"3";3;"3";"2";"5";1;"3";2;"Rent";"1";"7";"1";19997
"5435";"2";"3";3;"4";"1";"5";1;"6";4;"Rent";"1";"7";"1";27591
"5436";"2";"1";6;"3";"4";"4";2;"2";0;"Own";"4";"7";"1";66994
"5437";"2";"1";3;"5";"1";"2";2;"2";0;"Rent";"2";"7";"1";32171
"5438";"2";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"5439";"Male";"1";5;"5";"1";"2";3;"2";0;"Own";"?";"7";"1";76004
"5440";"Male";"1";2;"2";"9";"?";3;"4";0;"Rent";"3";"7";"1";9136
"5441";"2";"5";5;"3";"4";"?";1;"1";0;"Rent";"3";"3";"1";27591
"5442";"2";"1";4;"4";"4";"5";2;"5";2;"Own";"1";"7";"1";76004
"5443";"2";"5";2;"4";"6";"5";1;"4";0;"Live with Parents/Family";"1";"7";"?";21672
"5444";"2";"5";3;"4";"1";"2";1;"1";0;"Rent";"1";"7";"1";46894
"5445";"2";"5";3;"5";"9";"5";1;"4";0;"Rent";"3";"3";"1";9136
"5446";"2";"1";5;"5";"2";"5";2;"4";0;"Own";"1";"3";"1";66994
"5447";"Male";"1";7;"5";"4";"3";2;"4";0;"Own";"2";"2";"2";19997
"5448";"Male";"5";2;"4";"6";"5";1;"?";0;"Own";"1";"7";"1";46894
"5449";"Male";"1";4;"4";"3";"3";2;"2";0;"Rent";"3";"7";"1";66994
"5450";"2";"?";6;"4";"5";"5";3;"3";0;"Rent";"3";"7";"1";46894
"5451";"2";"5";2;"3";"3";"2";1;"2";0;"Rent";"3";"3";"1";9136
"5452";"2";"5";2;"4";"1";"?";1;"?";0;"Rent";"1";"2";"1";19997
"5453";"2";"1";4;"4";"1";"5";2;"4";2;"Own";"1";"7";"1";46894
"5454";"2";"3";4;"4";"4";"5";1;"3";2;"Own";"1";"7";"1";19997
"5455";"2";"1";7;"4";"8";"5";3;"2";0;"Rent";"3";"5";"1";21672
"5456";"Male";"1";4;"4";"3";"5";2;"4";2;"Own";"1";"7";"1";46894
"5457";"2";"1";4;"3";"4";"5";2;"3";1;"Own";"1";"7";"1";66994
"5458";"Male";"4";7;"3";"8";"5";1;"?";0;"Rent";"3";"7";"1";21672
"5459";"2";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";21672
"5460";"2";"3";3;"4";"1";"5";1;"2";1;"Rent";"5";"2";"1";21672
"5461";"2";"1";5;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";46894
"5462";"Male";"1";3;"4";"1";"5";2;"2";0;"Rent";"3";"7";"1";46894
"5463";"2";"1";3;"6";"1";"2";2;"2";0;"Own";"1";"7";"1";76004
"5464";"2";"1";7;"5";"5";"5";3;"3";0;"Own";"1";"7";"1";76004
"5465";"Male";"3";4;"4";"3";"5";1;"?";0;"Rent";"3";"7";"1";32171
"5466";"2";"3";6;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";9136
"5467";"2";"1";3;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"5468";"Male";"5";6;"6";"3";"5";1;"?";0;"Rent";"3";"7";"1";9136
"5469";"Male";"1";5;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";46894
"5470";"Male";"1";7;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";32171
"5471";"Male";"5";6;"5";"8";"5";1;"1";0;"Own";"1";"7";"?";76004
"5472";"Male";"1";4;"4";"1";"4";3;"5";2;"Own";"1";"7";"1";66994
"5473";"Male";"1";4;"5";"3";"3";3;"4";2;"Own";"1";"7";"1";76004
"5474";"Male";"1";7;"6";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"5475";"2";"2";2;"4";"1";"5";1;"4";0;"Own";"5";"7";"1";66994
"5476";"Male";"5";4;"5";"1";"2";1;"1";0;"Own";"2";"7";"1";32171
"5477";"2";"5";4;"6";"1";"5";1;"2";0;"Own";"1";"7";"1";46894
"5478";"2";"1";7;"6";"1";"5";3;"2";0;"Own";"2";"7";"1";32171
"5479";"Male";"5";2;"4";"6";"5";1;"2";0;"Rent";"5";"7";"1";9136
"5480";"2";"1";3;"4";"?";"5";2;"4";2;"Rent";"1";"7";"1";21672
"5481";"Male";"1";6;"6";"1";"3";3;"2";0;"Own";"2";"7";"1";76004
"5482";"Male";"3";5;"6";"1";"4";1;"1";0;"Own";"1";"7";"1";76004
"5483";"2";"5";2;"3";"6";"5";1;"4";0;"Live with Parents/Family";"1";"2";"1";66994
"5484";"Male";"1";3;"5";"1";"?";2;"6";0;"Live with Parents/Family";"1";"3";"1";32171
"5485";"2";"5";2;"3";"1";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";21672
"5486";"Male";"5";3;"4";"6";"5";1;"2";0;"Rent";"1";"5";"1";27591
"5487";"2";"4";4;"6";"1";"5";1;"3";2;"Own";"1";"7";"1";66994
"5488";"Male";"5";4;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";32171
"5489";"2";"1";4;"6";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"5490";"2";"2";2;"4";"2";"5";1;"3";0;"Rent";"3";"7";"1";9136
"5491";"Male";"5";2;"4";"1";"5";1;"3";0;"Rent";"3";"7";"1";66994
"5492";"Male";"1";5;"5";"1";"5";2;"4";0;"Own";"1";"7";"1";76004
"5493";"Male";"5";4;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";21672
"5494";"2";"5";2;"4";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"3";66994
"5495";"Male";"5";3;"5";"3";"3";1;"1";0;"Rent";"3";"7";"1";21672
"5496";"2";"2";3;"3";"4";"?";1;"2";0;"Rent";"3";"7";"?";19997
"5497";"Male";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"?";46894
"5498";"2";"3";5;"4";"4";"5";1;"1";0;"Own";"1";"7";"1";32171
"5499";"2";"1";3;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"5500";"2";"1";4;"5";"5";"5";3;"3";1;"Rent";"3";"7";"1";66994
"5501";"2";"3";5;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";66994
"5502";"Male";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"5503";"2";"1";2;"4";"1";"5";2;"3";1;"Own";"1";"3";"1";46894
"5504";"2";"5";2;"4";"4";"3";1;"2";0;"Rent";"1";"3";"1";19997
"5505";"2";"?";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"3";"5";"2";9136
"5506";"2";"5";4;"3";"3";"5";1;"3";1;"Rent";"3";"5";"2";19997
"5507";"Male";"5";3;"6";"1";"3";1;"9";2;"Rent";"2";"7";"3";76004
"5508";"2";"1";4;"6";"1";"5";2;"3";1;"Rent";"1";"7";"1";66994
"5509";"2";"1";7;"5";"1";"5";3;"4";0;"Own";"1";"7";"1";21672
"5510";"Male";"5";3;"3";"2";"2";1;"1";0;"Rent";"3";"5";"2";9136
"5511";"2";"1";3;"4";"1";"5";2;"3";1;"Rent";"?";"7";"1";66994
"5512";"Male";"1";6;"4";"8";"3";2;"4";2;"Rent";"3";"6";"1";46894
"5513";"Male";"1";5;"4";"1";"5";2;"4";2;"Own";"1";"3";"1";66994
"5514";"Male";"5";2;"2";"9";"5";1;"9";5;"Rent";"5";"7";"1";76004
"5515";"Male";"2";3;"3";"9";"5";3;"5";0;"Rent";"3";"3";"1";19997
"5516";"Male";"5";3;"2";"3";"5";1;"3";2;"Rent";"1";"3";"1";21672
"5517";"2";"2";4;"4";"1";"?";2;"3";1;"Rent";"5";"3";"1";46894
"5518";"2";"1";3;"4";"5";"5";3;"4";2;"Rent";"1";"7";"1";32171
"5519";"Male";"?";3;"5";"1";"5";1;"3";0;"Rent";"3";"7";"1";32171
"5520";"Male";"5";2;"3";"6";"5";1;"3";1;"Live with Parents/Family";"3";"7";"3";19997
"5521";"2";"1";3;"6";"6";"3";2;"2";0;"Rent";"1";"7";"1";27591
"5522";"2";"5";2;"5";"1";"2";1;"3";0;"Rent";"1";"7";"1";27591
"5523";"2";"5";2;"4";"6";"5";1;"4";0;"Rent";"5";"7";"1";9136
"5524";"Male";"5";2;"3";"2";"2";1;"5";0;"Rent";"1";"7";"1";11703
"5525";"2";"5";2;"4";"6";"2";1;"2";0;"Rent";"3";"5";"1";9136
"5526";"2";"1";4;"6";"1";"5";3;"3";1;"Own";"1";"7";"1";76004
"5527";"2";"1";4;"6";"5";"5";3;"3";1;"Rent";"3";"7";"1";66994
"5528";"2";"1";4;"5";"1";"5";3;"4";2;"Own";"1";"7";"1";66994
"5529";"Male";"1";7;"3";"8";"5";3;"2";0;"Rent";"3";"7";"1";9136
"5530";"2";"4";4;"4";"9";"5";1;"3";2;"Rent";"3";"3";"1";11703
"5531";"2";"2";3;"3";"5";"2";1;"3";1;"Rent";"3";"7";"1";19997
"5532";"2";"1";3;"6";"5";"3";3;"3";1;"Rent";"5";"7";"1";46894
"5533";"2";"2";3;"4";"1";"5";2;"3";1;"Rent";"3";"8";"1";27591
"5534";"2";"5";2;"3";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";11703
"5535";"2";"5";2;"3";"2";"4";1;"4";0;"Rent";"5";"7";"?";32171
"5536";"2";"5";2;"4";"6";"5";1;"?";0;"?";"?";"6";"1";9136
"5537";"2";"1";2;"3";"5";"5";3;"4";2;"Rent";"5";"7";"1";11703
"5538";"2";"5";3;"4";"6";"3";1;"4";1;"Rent";"5";"7";"1";19997
"5539";"2";"3";4;"2";"4";"2";1;"2";0;"Rent";"3";"7";"1";11703
"5540";"2";"5";2;"3";"2";"4";1;"4";0;"Rent";"5";"7";"1";32171
"5541";"Male";"5";3;"5";"3";"1";1;"1";0;"Rent";"1";"7";"1";9136
"5542";"Male";"5";2;"4";"6";"1";1;"?";0;"Rent";"3";"7";"1";9136
"5543";"Male";"2";2;"3";"9";"5";1;"2";0;"Rent";"5";"7";"1";19997
"5544";"2";"5";2;"4";"4";"2";1;"2";0;"Rent";"3";"7";"1";9136
"5545";"2";"1";4;"4";"4";"5";2;"4";2;"Rent";"1";"7";"1";21672
"5546";"2";"5";2;"3";"5";"1";1;"3";1;"Rent";"3";"7";"1";19997
"5547";"2";"1";4;"4";"4";"4";3;"4";2;"Own";"1";"2";"3";46894
"5548";"2";"5";4;"6";"1";"2";1;"1";0;"Rent";"3";"7";"1";11703
"5549";"2";"5";2;"4";"6";"2";1;"4";1;"Live with Parents/Family";"1";"6";"1";46894
"5550";"2";"1";3;"2";"3";"5";3;"6";3;"Rent";"1";"5";"1";27591
"5551";"Male";"1";6;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";21672
"5552";"2";"1";3;"3";"5";"?";3;"6";4;"?";"1";"7";"1";32171
"5553";"2";"1";3;"3";"1";"?";2;"4";2;"Rent";"3";"2";"1";66994
"5554";"2";"1";5;"6";"8";"5";3;"2";0;"Own";"1";"7";"1";19997
"5555";"2";"1";2;"4";"1";"5";2;"3";1;"Rent";"3";"7";"1";27591
"5556";"2";"1";3;"4";"1";"2";2;"3";1;"Rent";"?";"7";"1";21672
"5557";"2";"5";1;"2";"6";"5";1;"?";0;"Live with Parents/Family";"3";"3";"1";9136
"5558";"2";"1";3;"2";"5";"4";3;"3";1;"Own";"1";"5";"2";27591
"5559";"Male";"1";3;"4";"3";"5";2;"4";2;"Rent";"3";"5";"1";27591
"5560";"2";"5";2;"4";"2";"5";1;"2";0;"Rent";"1";"7";"1";19997
"5561";"Male";"5";2;"4";"6";"1";1;"1";0;"Rent";"3";"7";"3";9136
"5562";"Male";"5";3;"5";"1";"3";1;"1";0;"Rent";"3";"7";"1";19997
"5563";"Male";"2";3;"4";"4";"3";2;"3";0;"Rent";"3";"7";"1";27591
"5564";"2";"5";3;"5";"1";"3";1;"3";0;"Rent";"3";"7";"1";21672
"5565";"Male";"2";3;"5";"3";"2";1;"3";1;"Rent";"3";"7";"1";21672
"5566";"2";"5";3;"5";"1";"5";1;"2";0;"Rent";"3";"3";"1";46894
"5567";"Male";"3";4;"3";"?";"5";1;"1";0;"Own";"1";"5";"1";27591
"5568";"2";"2";4;"6";"5";"5";1;"4";2;"Own";"1";"7";"1";66994
"5569";"2";"2";4;"6";"1";"?";1;"4";2;"?";"1";"7";"1";66994
"5570";"Male";"5";2;"3";"6";"3";1;"5";0;"Live with Parents/Family";"3";"5";"1";76004
"5571";"Male";"1";3;"5";"1";"5";2;"3";1;"Own";"1";"5";"1";76004
"5572";"2";"3";6;"4";"1";"5";1;"2";0;"Rent";"1";"7";"1";46894
